"","Year","Week_no","State","District","Location","Total","Outbreak_Duration"
"1209",2015,7,"Selangor","Petaling","Taman Puncak Jalil 2A (Jln 2  Puj 2/1 - 2/18) ",35,109
"1210",2015,7,"Selangor","Hulu Langat","Seksyen 5 Bandar Rinching",69,108
"1211",2015,7,"Selangor","Petaling","Seksyen 6 (Teres A : Jln 6/1A - 6/2F & 6/9 - 6/10A)",44,108
"1212",2015,7,"Selangor","Petaling","Sri Pjs 6 Flat Desa Mentari 1 : Blok 1, 2, 3",32,108
"1213",2015,7,"Selangor","Petaling","Seksyen U10 (Puncak Perdana Teres A : Jln U10/15 - U10/29)",51,105
"1214",2015,7,"Selangor","Petaling","Du Ss 21 (3)",33,105
"1215",2015,7,"Selangor","Hulu Langat","Jalan 3/6 Seksyen 3 Bandar Baru Bangi ",43,102
"1216",2015,7,"Selangor","Gombak","Appt Palma Bch",41,104
"1217",2015,7,"Selangor","Hulu Langat","Seksyen 3 Bandar Teknologi",22,104
"1218",2015,7,"Selangor","Petaling","Bl Pju 9 Sd 8",54,104
"1219",2015,7,"Selangor","Petaling","Kd Pju 1A PPRT A : Blok A, B, C",86,104
"1220",2015,7,"Selangor","Petaling","Ss 18/5, 6",24,104
"1221",2015,7,"Selangor","Petaling","Seksyen U16 (Denai Alam Teres L : Jln U16/81 - U16/88)",36,103
"1222",2015,7,"Selangor","Petaling","Bl Pju 8 Apt Flora Damansara 1 (Blok A, B)",26,103
"1223",2015,7,"Selangor","Petaling","Taman Lestari Putra 3",64,103
"1224",2015,7,"Selangor","Petaling","Taman Pinggiran Putra 16 (Putra Indah)",34,102
"1225",2015,7,"Selangor","Petaling","Dun Bg Seksyen 51A Flat Impian Baiduri",20,100
"1226",2015,7,"Selangor","Petaling","Ss 15/5 (Teres)",50,98
"1227",2015,7,"Selangor","Petaling","Seksyen U5 (Pangsapuri Mutiara Subang : Blok 1-7)",26,93
"1228",2015,7,"Selangor","Petaling","Ss 17/1",25,93
"1229",2015,7,"Selangor","Hulu Langat","Jalan 3/13-22 Seksyen 3 Bandar Baru Bangi",42,91
"1230",2015,7,"Selangor","Hulu Langat","Kondominium Tiara Duta Taman Putra Sulaiman",12,90
"1231",2015,7,"Selangor","Petaling","Seksyen 7 (Pangsapuri Baiduri)",13,88
"1232",2015,7,"Selangor","Hulu Langat","Kuis",38,89
"1233",2015,7,"Selangor","Petaling","Bl Pju 6A Pelangi Utama Kondo",31,89
"1234",2015,7,"Selangor","Petaling","Tm Pjs 2B Flat Desa Mentari (Blok 9, 10)",33,89
"1235",2015,7,"Selangor","Petaling","Sri Pjs 6 Flat Desa Mentari 2 : Blok 4, 5, 6",20,86
"1236",2015,7,"Selangor","Petaling","Ss 15/2, 3 (Teres)",37,86
"1237",2015,7,"Selangor","Petaling","Ss 18/4",30,85
"1238",2015,7,"Selangor","Petaling","Seksyen U2 (Pangsapuri Ilham)",55,83
"1239",2015,7,"Selangor","Petaling","Taman Sri Serdang 3 ( 18/30 - 18/44 & 18/46)",39,82
"1240",2015,7,"Selangor","Petaling","Usj 6/2",15,82
"1241",2015,7,"Selangor","Petaling","Kd Pju 1A PPRT B : Blok D, E, F",34,81
"1242",2015,7,"Selangor","Petaling","Sri Ss 5C",23,80
"1243",2015,7,"Selangor","Petaling","Usj 2/4",15,80
"1244",2015,7,"Selangor","Petaling","Seksyen 9 (Kondo Sri Mahligai & Town House Sri Mahligai)",30,79
"1245",2015,7,"Selangor","Petaling","Taman Kinrara 5 (Flat Taman Mawar)",12,79
"1246",2015,7,"Selangor","Hulu Langat","Jalan 3/40-49 Seksyen 3 Bandar Baru Bangi",28,78
"1247",2015,7,"Selangor","Petaling","Ss 18/1",44,78
"1248",2015,7,"Selangor","Petaling","Usj 8 (Subang Perdana Goodyear Court 5)",21,76
"1249",2015,7,"Selangor","Petaling","Seksyen 8 (Teres B Jln 8/14 - Jln 8/28)",21,75
"1250",2015,7,"Selangor","Petaling","Kd Pju 1A PPRT C : Blok G, H",27,74
"1251",2015,7,"Selangor","Petaling","Pjs 7/7,9,10",21,74
"1252",2015,7,"Selangor","Petaling","Taman Kinrara 5 (Teres Taman Mawar)",45,74
"1253",2015,7,"Selangor","Hulu Selangor","Apt Anggerik Tbr Bb",18,73
"1254",2015,7,"Selangor","Petaling","Seksyen U19 (Tmn Sri Buloh & Rmh Mrh PKNS : Jln U19/1-U19/12C & Rmh Pngsa Tmn Sri Buloh)",25,72
"1255",2015,7,"Selangor","Hulu Langat","Jalan Jasmin 16-22 Taman Jasmin",16,71
"1256",2015,7,"Selangor","Hulu Selangor","Lokaliti 1 Bdr Baru Btg Kali",37,71
"1257",2015,7,"Selangor","Petaling","Seksyen 7 (Teres E : Jln 7/29 - 7/35)",95,71
"1258",2015,7,"Selangor","Petaling","Usj 9/5",29,71
"1259",2015,7,"Selangor","Hulu Langat","Seksyen 6 Bandar Sri Putra",13,70
"1260",2015,7,"Selangor","Petaling","Seksyen 15 (Dataran Otomobil : Blok 1-18)",29,70
"1261",2015,7,"Selangor","Petaling","Tm Pjs 2D Flat Desa Mentari (Blok 11)",11,70
"1262",2015,7,"Selangor","Petaling","Taman Lestari Putra 5",27,70
"1263",2015,7,"Selangor","Petaling","Seksyen 20 (Flat B : Blok 13-19)",10,68
"1264",2015,7,"Selangor","Petaling","Bl Pju 6 Bu 1 (Teres A : Jln 1/1, 1/1A, 1/9-1/15)",28,68
"1265",2015,7,"Selangor","Petaling","Bl Pju 9 Sd 2",11,68
"1266",2015,7,"Selangor","Petaling","Batu 13 1/2 Kg Pasir Baru",14,68
"1267",2015,7,"Selangor","Hulu Selangor","Apt Mawar Tbr Bb",23,67
"1268",2015,7,"Selangor","Petaling","Seksyen 20 (Teres A : Jln 20/2 -20/6)",13,67
"1269",2015,7,"Selangor","Petaling","Seksyen 20 (Kuarters Polis : Blok 5 - 12)",19,66
"1270",2015,7,"Selangor","Gombak","Selayang Baru",76,65
"1271",2015,7,"Selangor","Petaling","Seksyen U5 (Pangsapuri Jasmin : Blok 1-6)",19,65
"1272",2015,7,"Selangor","Hulu Langat","Appt Kasawari Taman Impian Ehsan",9,64
"1273",2015,7,"Selangor","Petaling","Seksyen 7 (Teres D : Jln 7/23 - 7/27)",26,64
"1274",2015,7,"Selangor","Petaling","Seksyen U12 (Desa Alam Teres C : Jln U12/9A - U12/9F & U12/10 - U12/12)",29,64
"1275",2015,7,"Selangor","Petaling","Taman Lestari Putra 7",12,64
"1276",2015,7,"Selangor","Petaling","Seksyen 10 (Teres : Jln 10/1-10/14)",17,62
"1277",2015,7,"Selangor","Petaling","Bl Pju 6A Rumah Pangsa Kayu Ara",18,62
"1278",2015,7,"Selangor","Petaling","Du Ss 2 (1)",25,62
"1279",2015,7,"Selangor","Petaling","Bandar Kinrara 5 (Jalan Bk 5/2-Bk 5/8)",20,62
"1280",2015,7,"Selangor","Petaling","Bt 13 Kg Kenangan",9,62
"1281",2015,7,"Selangor","Petaling","Sri Kembangan 6",15,62
"1282",2015,7,"Selangor","Gombak","Tmn Bidara Fasa 1",13,61
"1283",2015,7,"Selangor","Gombak","Bdr Country Homes Fasa 12",16,61
"1284",2015,7,"Selangor","Petaling","Ss 18/3",7,61
"1285",2015,7,"Selangor","Petaling","Seksyen U20 (Fasa 1B BBSB : Jln 1B/1-1D/3)",14,61
"1286",2015,7,"Selangor","Gombak","Tmn Ehsan",13,60
"1287",2015,7,"Selangor","Gombak","Tmn Bersatu Gombak",20,60
"1288",2015,7,"Selangor","Gombak","Bdr Tasik Puteri Fasa 6",16,60
"1289",2015,7,"Selangor","Gombak","Bdr Tasik Puteri Fasa 7",17,60
"1290",2015,7,"Selangor","Hulu Langat","Flat Sri Nilam Bandar Baru Ampang",47,60
"1291",2015,7,"Selangor","Petaling","Du Ss 21 (2)",18,60
"1292",2015,7,"Selangor","Petaling","Ss 14/5",11,60
"1293",2015,7,"Selangor","Petaling","Seksyen 26 (Kilang Tiong Nam)",20,59
"1294",2015,7,"Selangor","Petaling","Bl Pju 6A Kg Sg Kayu Ara 5 (Jln Teratai, Melur, Mawar, Melati)",24,59
"1295",2015,7,"Selangor","Petaling","Du Ss 2 (2)",33,59
"1296",2015,7,"Selangor","Petaling","Taman Sri Puchong",24,59
"1297",2015,7,"Selangor","Gombak","Kg Baru Kundang",26,58
"1298",2015,7,"Selangor","Hulu Selangor","Lokaliti 5 Bdr Baru Btg Kali",14,58
"1299",2015,7,"Selangor","Petaling","Seksyen 16 (Pangsapuri Anggerik Indah)",14,58
"1300",2015,7,"Selangor","Petaling","Usj 1/1",22,58
"1301",2015,7,"Selangor","Gombak","Usj 2/2",21,58
"1302",2015,7,"Selangor","Petaling","Kg Sg Kertas",12,57
"1303",2015,7,"Selangor","Petaling","Bl Pju 6A Puncak Damansara Kondo",32,57
"1304",2015,7,"Selangor","Sepang","Usj 11/4",11,57
"1305",2015,7,"Selangor","Sepang","Apartment Ruvena Villa Putra Perdana",27,56
"1306",2015,7,"Selangor","Petaling","Seksyen 19 (Teres B : Jln 19/4-19/7B)",9,55
"1307",2015,7,"Selangor","Petaling","Usj 1 (Angsana Appt)",29,55
"1308",2015,7,"Selangor","Sepang","IOI Resort City",11,55
"1309",2015,7,"Selangor","Gombak","Flat Pinggiran Bt Caves",12,54
"1310",2015,7,"Selangor","Gombak","Tmn Rawang Perdana",19,54
"1311",2015,7,"Selangor","Hulu Langat","Permai Puteri Condo Taman Dato Ahmad Razali",11,54
"1312",2015,7,"Selangor","Petaling","Seksyen 6 (Flat A : Blok 3-8)",9,54
"1313",2015,7,"Selangor","Petaling","Putra Height 2 (Jln Putra Bistari 2/3)",14,54
"1314",2015,7,"Selangor","Gombak","Bdr Tasik Puteri GV 6",13,53
"1315",2015,7,"Selangor","Petaling","Kd Pju 5 Seksyen 4 Gugusan Mawar",11,53
"1316",2015,7,"Selangor","Sepang","Cyberia Smarthome",66,53
"1317",2015,7,"Selangor","Sepang","Kolej 17, UPM Serdang",69,53
"1318",2015,7,"Selangor","Petaling","Seksyen 27 (Teres D : Jln 27/54-27/87)",13,52
"1319",2015,7,"Selangor","Petaling","Du Ss 21 (1)",14,52
"1320",2015,7,"Selangor","Petaling","Taman Puchong Utama Court 2",31,52
"1321",2015,7,"Selangor","Gombak","Tmn Jati",18,51
"1322",2015,7,"Selangor","Hulu Langat","Appt Taman Tenaga",12,51
"1323",2015,7,"Selangor","Petaling ","Seksyen U2 Teres E",14,51
"1324",2015,7,"Selangor","Petaling ","Bl Pju 10 Indah Kondo",11,51
"1325",2015,7,"Selangor","Petaling ","Du Ss 2  (6)",9,51
"1326",2015,7,"Selangor","Petaling ","Dun Bg Seksyen 14 Teres A : Jln 14/1- Jln 14/28",30,51
"1327",2015,7,"Selangor","Selangor","Seri Pristana (Fasa 1)",14,48
"1328",2015,7,"Selangor","Selangor","Sri Kembangan 7",6,48
"1329",2015,7,"Selangor","Selangor","Jalan 5/1-10 Taman West Country",9,49
"1330",2015,7,"Selangor","Selangor","Appt Taman Anggerik Villa 2",9,49
"1331",2015,7,"Selangor","Sepang","Mutiara Ville Cyberjaya",29,49
"1332",2015,7,"Selangor","Hulu Langat","Jalan 15/3 Seksyen 15 Bandar Baru Bangi",15,48
"1333",2015,7,"Selangor","Hulu Langat","Jalan 3/4 Seksyen 3 Bandar Baru Bangi",18,48
"1334",2015,7,"Selangor","Petaling","TM Pjs 3 Sri Manja Court (Jln Pjs 3/44)",27,48
"1335",2015,7,"Selangor","Petaling","Bandar Kinrara 5 (Jln Bk 5/9-Bk 5/18) & IPD Serdang",13,48
"1336",2015,7,"Selangor","Petaling","Usj 6/1 (Subang Perdana Goodyear Court 2)",9,48
"1337",2015,7,"Selangor","Gombak","Appt Sri Baiduri",8,45
"1338",2015,7,"Selangor","Hulu Langat","Jalan Pandan 5 Pandan Jaya",8,47
"1339",2015,7,"Selangor","Hulu Langat","Jalan 4/12 Seksyen 4 Bandar Baru Bangi",27,47
"1340",2015,7,"Selangor","Hulu Langat","Seksyen 1 Bandar Rinching",11,47
"1341",2015,7,"Selangor","Petaling","Seksyen 27 (Flat A : Blok 1-10)",7,47
"1342",2015,7,"Selangor","Petaling","Kd Pju 5 Seksyen 6 Gugusan Seroja",32,47
"1343",2015,7,"Selangor","Petaling","TM Pjs 2C Apt Medan Jaya (Blok I)",14,47
"1344",2015,7,"selangor","Petaling","Bandar Bukit Puchong Bp 2",12,47
"1345",2015,7,"selangor","Petaling","Taman Serdang Jaya 3",7,47
"1346",2015,7,"selangor","Gombak","Appt Rawang Perdana",7,46
"1347",2015,7,"selangor","Hulu Langat","Jalan Cahaya 3-5 Taman Cahaya",7,46
"1348",2015,7,"selangor","Hulu Langat","Jalan Suakasih 2 Bandar Tun Hussin Onn",11,46
"1349",2015,7,"selangor","Petaling","TM Pjs 3 Apt Sri Manja (Blok D-F : Jln Pjs 3/55)",14,46
"1350",2015,7,"selangor","Sepang","Apt Kenanga Putra Perdana",8,46
"1351",2015,7,"Selangor","Hulu Langat","Jalan 5A-C Seksyen 5 Bandar Baru Bangi ",8,45
"1352",2015,7,"Selangor","Petaling","Bandar Puteri 6",8,45
"1353",2015,7,"Selangor","Petaling","Dun Bg Seksyen 51A : Teres",12,44
"1354",2015,7,"Selangor","Hulu Langat","Jalan CP 3 Taman Cheras Perdana",11,45
"1355",2015,7,"Selangor","Hulu Langat","Jalan Mutiara Taman Sri Nanding",12,45
"1356",2015,7,"Selangor","Hulu Langat","Appt Citra Taman Kajang Utama",12,51
"1357",2015,7,"Selangor","Hulu Langat","Appt Vista Bandar Sri Putra",19,45
"1358",2015,7,"Selangor","Petaling","Seksyen 24 (Teres C :Jln 24/13-24/17B, Jln 24/37-24/38A)",7,45
"1359",2015,7,"Selangor","Petaling","Bl Pju 6A Pelangi Damansara Kondo (Jln Masjid)",8,45
"1360",2015,7,"Selangor","Petaling","Kd Pju 1A Apt Kelana Idaman",9,45
"1361",2015,7,"Selangor","Petaling","Usj 12/3",12,45
"1362",2015,7,"Selangor","Sepang","Kg. Sg. Merab Luar",8,45
"1363",2015,7,"Selangor","Hulu Langat","Jalan Suakasih 3 Bandar Tun Hussin Onn",27,44
"1364",2015,7,"Selangor","Hulu Langat","Jalan 3 Taman Impian Putra",13,44
"1365",2015,7,"Selangor","Petaling","Bl Pju 6A Flat Pelangi Ara (Blok G)",11,44
"1366",2015,7,"Selangor","Sepang","Taman Desa Sentosa Fasa 2",30,44
"1367",2015,7,"Selangor","Sepang","Tmn. Permata",13,44
"1368",2015,7,"Selangor","Hulu Langat","Jalan Nirwana 1-17 Taman Nirwana",14,43
"1369",2015,7,"Selangor","Hulu Langat","Jalan BM 5/1, 5/3, 5/5, 5/7, 5/9, 5/11, 5/13, 5/15, 5/16, 5/17, 5/18, & 5/19 Bandar Bukit M",7,43
"1370",2015,7,"Selangor","Petaling","Ss 14/1",14,43
"1371",2015,7,"Selangor","Petaling","Usj 20/ 1,3",7,43
"1372",2015,7,"Selangor","Hulu Langat","Jalan 3/1-9 Seksyen 3 Bandar Sri Putra",16,42
"1373",2015,7,"Selangor","Hulu Selangor","Lokaliti 6 Bdr Baru Btg Kali",13,42
"1374",2015,7,"Selangor","Petaling","Ss 16 (Casa Tiara Appt)",12,42
"1375",2015,7,"Selangor","Petaling","Tmn Universiti Indah 1 (Jln Indah 1/11-1/29-No. Ganjil)",5,42
"1376",2015,7,"Selangor","Hulu Langat","Appt Teratai Taman Sutera",9,41
"1377",2015,7,"Selangor","Hulu Langat","Hostel Gmi Bangi",26,41
"1378",2015,7,"Selangor","Hulu Langat","Jalan 8/1-15 Seksyen 8 Bandar Baru Bangi",11,41
"1379",2015,7,"Selangor","Petaling","Seksyen 20 (Teres B : Jln 20/7-20/10)",7,41
"1380",2015,7,"Selangor","Petaling","Seksyen  24 (Flat J : Blok 79-84)",37,41
"1381",2015,7,"Selangor","Petaling","Sri Pjs 10 Apt Subang Ville Ehsan",8,41
"1382",2015,7,"Selangor","Petaling","Pst Bdr Puchong (Jln Bandar & QTS Bomba)",7,41
"1383",2015,7,"Selangor","Petaling","Taman Saujana Puchong 10",8,41
"1384",2015,7,"Selangor","Petaling","Taman Saujana Puchong SP 7",14,41
"1385",2015,7,"Selangor","Petaling","Taman Kinrara 3 (Vista Lavender)",9,41
"1386",2015,7,"Selangor","Petaling","Taman Puchong Perdana 4 (Blok A-G)",9,41
"1387",2015,7,"Selangor","Petaling","Taman Puchong Prima (Anggerik)",5,41
"1388",2015,7,"selangor","Gombak","Bdr Tasik Puteri GV 11",16,40
"1389",2015,7,"selangor","Gombak","Kg Sg Cincin",18,40
"1390",2015,7,"selangor","Petaling","Seksyen U2 Teres B (Jln U2/2-U2/13)",11,40
"1391",2015,7,"selangor","Petaling","TM Seksyen 4 (Teres A : Jln 4/33, 35, 37, 41-44, 46, 46D, 48, 48A-F)",5,39
"1392",2015,7,"Selangor","Petaling","Taman Puchong Utama 8 ",5,40
"1393",2015,7,"Selangor","Petaling","Seksyen U6 (Kg Melayu Subang G : Jln Tembusu)",14,40
"1394",2015,7,"Selangor","Hulu Langat","Jalan 3 Taman Sri Indah",9,39
"1395",2015,7,"Selangor","Hulu Langat","Taman Bukit Semenyih",10,39
"1396",2015,7,"Selangor","Hulu Selangor","Jalan Seroja 3A, BS",9,39
"1397",2015,7,"Selangor","Petaling","Seksyen 8 (Teres A : Jln 8/1-8/13)",25,39
"1398",2015,7,"Selangor","Petaling","Bl Pju 9 Sd 9",8,39
"1399",2015,7,"Selangor","Petaling","Ind Puchong (Jln TPP 1/25-1/36)",20,39
"1400",2015,7,"Selangor","Sepang","Apartment Kiambang",7,39
"1401",2015,7,"Selangor","Petaling","Usj 13/5",5,36
"1402",2015,7,"Selangor","Gombak","Tanah Gantian Sg Tua",26,38
"1403",2015,7,"Selangor","Gombak","Tmn Bidara Fasa 2",12,38
"1404",2015,7,"Selangor","Gombak","Appt Cempaka Tmn Tun Teja",9,38
"1405",2015,7,"Selangor","Hulu Langat","Appt Kenari Court Pandan Indah",14,38
"1406",2015,7,"Selangor","Hulu Langat","Jalan Suadamai 2 Bandar Tun Hussein Onn",5,38
"1407",2015,7,"Selangor","Hulu Langat","Jalan 2/3 Seksyen 2 Bandar Sri Putra",6,38
"1408",2015,7,"Selangor","Kuala Selangor","Taman Penggawa",7,38
"1409",2015,7,"Selangor","Petaling","Seksyen 18 ( Jln 18/3 Flat A : Blok 2-10)",12,38
"1410",2015,7,"Selangor","Petaling","Seksyen 7 (Flat D : Blok 52-58)",45,38
"1411",2015,7,"Selangor","Petaling","Kt Ss 3 Teres B",6,38
"1412",2015,7,"Selangor","Petaling","Pusat Bandar Puchong (Jln Wawasan 3)",17,38
"1413",2015,7,"Selangor","Gombak","Kg Changkat",15,37
"1414",2015,7,"Selangor","Hulu Langat","Jalan Impian Murni Saujana Impian",17,37
"1415",2015,7,"Selangor","Hulu Langat","Jalan Jasmin 10-15 Taman Jasmin",6,37
"1416",2015,7,"Selangor","Hulu Langat","Taman Sri Jelok",9,37
"1417",2015,7,"Selangor","Petaling","Seksyen 13 ( Pangsapuri Perdana)",13,37
"1418",2015,7,"Selangor","Petaling","Seksyen 2 (UITM : Kolej Meranti)",9,37
"1419",2015,7,"Selangor","Petaling","Seksyen 24 (Flat B : Blok 10-21)",13,37
"1420",2015,7,"Selangor","Petaling","Seksyen U3 (Pangsapuri Daisy B : Blok 3-8)",12,37
"1421",2015,7,"Selangor","Petaling","Kt Pju 3 Palm Spring Kondo 2: Blok D, E, F)",8,37
"1422",2015,7,"Selangor","Petaling","Kt Pju 3 Trpoicana Indah",8,37
"1423",2015,7,"Selangor","Gombak","Kg Laksamana",9,36
"1424",2015,7,"Selangor","Hulu Langat","Jalan 2 Taman Impian Putra",10,36
"1425",2015,7,"Selangor","Hulu Langat","Rumah Pangsa Taman Bukit Mewah",5,36
"1426",2015,7,"Selangor","Petaling","Seksyen U16 (Pangsapuri Melor : Blok 28-30)",10,36
"1427",2015,7,"Selangor","Petaling","Kd Pju 5 Seksyen 6 Gugusan Teratai",5,36
"1428",2015,7,"Selangor","Petaling","Tmn Serdang Perdana Sp5 (Sky Villa, Kesidang & Rumah Kedai)",5,36
"1429",2015,7,"Selangor","Petaling","Usj 12/2",8,36
"1430",2015,7,"Selangor","Hulu Langat","Jalan Taming Sari Taman Taming Jaya",9,35
"1431",2015,7,"Selangor","Kuala Selangor","Jalan Flora Saujana Utama",4,35
"1432",2015,7,"Selangor","Petaling","Sri Pjs 10 Suria Mas Kondo",8,35
"1433",2015,7,"Selangor","Petaling","Tmn Puchong Perdana ( Vista Millenium)",9,35
"1434",2015,7,"Selangor","Petaling","Usj 8 (Subang Perdana Goodyear Court 4)",6,35
"1435",2015,7,"Selangor","Sepang","Apt Megah Villa",4,35
"1436",2015,7,"Selangor","Petaling","Usj 6/5-Usj 6/7",11,33
"1437",2015,7,"selangor","Petaling","Bandar Kinrara 9",8,33
"1438",2015,7,"selangor","Gombak","Tmn Desa Putri",12,34
"1439",2015,7,"selangor","Hulu Langat","Seksyen 5 Bandar Tasik Kesuma",8,34
"1440",2015,7,"selangor","Kuala Selangor","Bunga Raya Kampung Berjuntai Bestari",7,34
"1441",2015,7,"selangor","Petaling","Seksyen 24 (Flat C : Blok 22-26)",8,34
"1442",2015,7,"selangor","Petaling","Bl Pju 10 Saujana Damansara (A) : Jln 10/13, 10/14",11,34
"1443",2015,7,"selangor","Petaling","Dun Bg Seksyen 14 Teres B : Jln 14/29-Jln 14/49",15,34
"1444",2015,7,"selangor","Petaling","TM Pjs 1 Apt Petaling Perdana 1 (Blok A-H)",7,34
"1445",2015,7,"selangor","Petaling","Taman Bukit Serdang 11 (Pangsapuri Mawar)",8,34
"1446",2015,7,"Selangor","Gombak","Kg Sg Tua Bharu",6,33
"1447",2015,7,"Selangor","Hulu Langat","Country Height Kajang",4,33
"1448",2015,7,"Selangor","Hulu Langat","Taman Bangi Indah",14,33
"1449",2015,7,"Selangor","Hulu Selangor","Apt Kenanga Tbr Bb",6,33
"1450",2015,7,"Selangor","Petaling","Sri Pjs 10 Ridzuan Kondo",5,33
"1451",2015,7,"Selangor","Petaling","Taman Serdang Raya 8 (Putra Indah Kondo)",12,33
"1452",2015,7,"Selangor","Petaling","Seksyen 27 (Flat D : Blok 31-36)",6,32
"1453",2015,7,"Selangor","Petaling","Taman Lestari Perdana (LP 6)",4,31
"1454",2015,7,"selangor","Gombak","Appt Desa 1",13,32
"1455",2015,7,"selangor","Gombak","Appt Tmn Tun Perak",6,32
"1456",2015,7,"selangor","Hulu Langat","Jalan Kosas 1/8-1/13 Taman Kosas",6,32
"1457",2015,7,"selangor","Petaling ","Seksyen 11 (Teres A : Jln 11/1-11/3)",6,32
"1458",2015,7,"selangor","Petaling","Kd Pju 5 Seksyen 5 Gugusan Siantan",7,32
"1459",2015,7,"selangor","Petaling","Usj 5/1",7,32
"1460",2015,7,"Selangor","Gombak","Tmn Tasik Biru",5,31
"1461",2015,7,"Selangor","Hulu Langat","Appt bangi Idaman Bandar Baru Bangi",5,31
"1462",2015,7,"Selangor","Hulu Langat","Jalan 3/58-62 Seksyen 3 Bandar Baru Bangi",6,31
"1463",2015,7,"Selangor","Petaling","Seksyen 24 (Flat E : Blok 32-36)",7,31
"1464",2015,7,"Selangor","Petaling","Seksyen 27 (Teres A - Jln 27/10A-27/20D)",6,31
"1465",2015,7,"Selangor","Petaling","Kt Ss 3 Teres E",6,31
"1466",2015,7,"Selangor","Petaling","TM Pjs 3 Flat Sri Manja (BlOK A-C : Jln Pjs 3/55)",11,31
"1467",2015,7,"Selangor","Petaling","TM Pjs 3 Sri Manja Square (Jln Pjs 3/46, 3/48, 3/59, 3/61, 3/63)",21,31
"1468",2015,7,"Selangor","Petaling","Bandar Kinrara 5B",5,31
"1469",2015,7,"Selangor","Petaling","Bandar Kinrara 6",6,31
"1470",2015,8,"Selangor","Petaling ","Du Ss 22 ( 2 )                       ",131,253
"1471",2015,8,"Selangor","Petaling ","Seksyen 7 (Flat A : Blok 1 - 12, Blok 38 - 43) ",111,207
"1472",2015,8,"Selangor","Petaling ","Seksyen 7 (Pusat Komersial A : Jln Aa 7/Aa - Ac 7/Ac, T 7/T - Z 7/Z) ",257,193
"1473",2015,8,"Selangor","Petaling ","Seksyen 7 (Flat B : Blok 13 - 37) ",42,180
"1474",2015,8,"Selangor","Hulu Langat ","Jalan 3/A-R Seksyen 3 Bandar Sri Putra ",83,171
"1475",2015,8,"Selangor","Petaling ","Usj 2/5 ",40,168
"1476",2015,8,"Selangor","Petaling ","Kd Pju 5 Seksyen 5 Sepah Puteri (Jln 5/1-5/19) ",35,158
"1477",2015,8,"Selangor","Petaling ","Taman Puchong Perdana (Jln Mawar) ",55,153
"1478",2015,8,"Selangor","Petaling ","Batu 13 Kg Sri Aman (Lorong Bestari) ",53,149
"1479",2015,8,"Selangor","Petaling ","Sri Pjs 8 Mentari Court ",107,146
"1480",2015,8,"Selangor","Petaling ","Seksyen U10 ( Alam Budiman : Jln U10/68 - U10/77B ) ",54,141
"1481",2015,8,"Selangor","Petaling ","Bl Pju 9 Sd 10 ",30,137
"1482",2015,8,"Selangor","Petaling ","Bandar Kinrara 2 ",33,135
"1483",2015,8,"Selangor","Petaling ","Pjs 9 /1(Lagoon Perdana & Rumah Kedai) ",120,125
"1484",2015,8,"Selangor","Petaling ","Seksyen U10 ( Puncak Perdana : Uitm ) ",42,116
"1485",2015,8,"Selangor","Petaling ","Seksyen U2 Teres C ",61,116
"1486",2015,8,"Selangor","Petaling ","Taman Lestari Putra 6 ",47,116
"1487",2015,8,"Selangor","Petaling ","Taman Puncak Jalil 2A ( Jln Puj 2/1 - 2/18 ) ",38,116
"1488",2015,8,"Selangor","Hulu Langat ","Seksyen 5 Bandar Rinching ",70,115
"1489",2015,8,"Selangor","Petaling ","Seksyen 6 ( Teres A : Jln 6/1A - 6/2F & 6/9A - 6/10A ) ",46,115
"1490",2015,8,"Selangor","Petaling ","Sri Pjs 6 Flat Desa Mentari 1 : Blok 1, 2, 3 ",32,115
"1491",2015,8,"Perak","Kinta ","Kg Das Tambahan 2 ",60,114
"1492",2015,8,"Selangor","Petaling ","Seksyen U10 ( Puncak Perdana Teres A : Jln U10/15 - U10/29 ) ",51,112
"1493",2015,8,"Selangor","Petaling ","Du Ss 21 ( 3 ) ",35,112
"1494",2015,8,"Selangor","Gombak ","Appt Palma Bch ",42,111
"1495",2015,8,"Selangor","Petaling ","Bl Pju 9 Sd 8 ",56,111
"1496",2015,8,"Selangor","Petaling ","Kd Pju 1A Pprt A : Blok A,B,C ",90,111
"1497",2015,8,"Selangor","Petaling ","Ss 18/5, 6 ",25,111
"1498",2015,8,"Selangor","Petaling ","Seksyen U16 ( Denai Alam Teres L : Jln U16/81 - U16/88 ) ",36,110
"1499",2015,8,"Selangor","Petaling ","Bl Pju 8 Apt Flora Damansara 1 ( Blok A, B ) ",26,110
"1500",2015,8,"Perak","Kinta ","Tmn Klebang Jaya 2 ",57,108
"1501",2015,8,"Selangor","Petaling ","Dun Bg Seksyen 51A Flat Impian Baiduri ",22,107
"1502",2015,8,"Perak","Kinta ","Kg Baru Buntong ",37,100
"1503",2015,8,"Selangor","Petaling ","Seksyen U5 ( Pangsapuri Mutiara Subang : Blok 1 - 7 ) ",27,100
"1504",2015,8,"Selangor","Petaling ","Ss 17/1 ",27,100
"1505",2015,8,"Perak","Kinta ","Kg Baru Gunung Rapat ",23,98
"1506",2015,8,"Selangor","Hulu Langat ","Jalan 3/13-22 Seksyen 3 Bandar Baru Bangi ",48,96
"1507",2015,8,"Perak","Kinta ","Tmn Rapat Setia Baru ",72,97
"1508",2015,8,"Selangor","Hulu Langat ","Kondominium Tiara Duta Taman Putra Sulaiman ",13,97
