"","Year","Week_no","State","District","Location","Total","Outbreak_Duration"
"886",2015,5,"Perak","Kinta","Tmn Kledang Jaya",27,82
"887",2015,5,"Selangor","Petaling","Seksyen U5 (Pangsapuri Subang Suria : Blok 1 - 8)",29,80
"888",2015,5,"Perak","Kinta","Kg Baru Buntong",32,79
"889",2015,5,"Perak","Kinta","Kg Tengku Hussein Baru",66,79
"890",2015,5,"Selangor","Petaling","Seksyen U5 ( Pangsapuri Mutiara Subang : Blok 1 - 7 )",22,79
"891",2015,5,"Selangor","Petaling","Ss 17/1",20,79
"892",2015,5,"Perak","Kinta","Rpt Jelapang Baru",36,79
"893",2015,5,"Perak","Kinta","Kg Baru Gunung Rapat",20,77
"894",2015,5,"Selangor","Hulu Langat","Jalan 3/13-22 Seksyen 3 Bandar Baru Bangi",31,77
"895",2015,5,"Perak","Kinta","Tmn Rapat Setia Baru",68,76
"896",2015,5,"Selangor","Hulu Langat","Kondominium Tiara Duta Taman Putra Sulaiman",11,76
"897",2015,5,"Selangor","Petaling","Taman Lestari Putra 1",14,76
"898",2015,5,"Selangor","Hulu Langat","Kuis",25,75
"899",2015,5,"Selangor","Petaling","Seksyen 7 (Pangsapuri Baiduri)",12,75
"900",2015,5,"Selangor","Petaling","Bl Pju 6A Pelangi Utama Kondo",29,75
"901",2015,5,"Selangor","Petaling","Tm Pjs 2B Flat Desa Mentari ( Blok 9, 10 )",30,75
"902",2015,5,"Perak","Kinta","Tmn Chepor Jaya",26,72
"903",2015,5,"Selangor","Petaling","Seksyen 20 Flat Pkns A (Blok 1 - Blok 4)",24,72
"904",2015,5,"Selangor","Petaling","Sri Pjs 6 Flat Desa Mentari 2 : Blok 4, 5 , 6",18,72
"905",2015,5,"Selangor","Petaling","Ss 15/2, 3 (Teres)",33,72
"906",2015,5,"Selangor","Petaling","Ss 18/4",24,71
"907",2015,5,"P. Pinang","Timur Laut","Taman Free School",12,70
"908",2015,5,"Perak","Kinta","Kg Sg Tapah Tambahan",41,69
"909",2015,5,"Selangor","Petaling","Seksyen U2 (Pangsapuri Ilham)",49,69
"910",2015,5,"Selangor","Petaling","Taman Sri Serdang 3 ( 18/30 - 18/44 & 18/46)",34,68
"911",2015,5,"Selangor","Petaling","Usj 6/2",13,68
"912",2015,5,"Perak","Kinta","Tmn Ipoh Jaya",29,67
"913",2015,5,"Selangor","Petaling","Kd Pju 1A Pprt B : Blok D,E,F",24,67
"914",2015,5,"Selangor","Petaling","Seksyen 7 (Teres C : Jln 7/10 - 7/22)",11,66
"915",2015,5,"Selangor","Petaling","Sri Ss 5C",20,66
"916",2015,5,"Selangor","Petaling","Usj 2/4",12,66
"917",2015,5,"Perak","Kinta","Tmn Cempaka",29,65
"918",2015,5,"Selangor","Petaling","Seksyen 9 ( Kondo Sri Mahligai & Town House Sri Mahligai )",23,65
"919",2015,5,"Selangor","Petaling","Taman Kinrara 5 ( Flat Taman Mawar )",10,65
"920",2015,5,"Selangor","Petaling","Tmn Puchong Prima (Elina) Blok A, B, C, D- 5 Tkt",13,65
"921",2015,5,"Perak","Kinta","Kg Sri Kinta",24,64
"922",2015,5,"Selangor","Hulu Langat","Jalan 3/40-49 Seksyen 3 Bandar Baru Bangi",24,64
"923",2015,5,"Selangor","Petaling","Ss 18/1",35,64
"924",2015,5,"Perak","Kinta","Tmn Desa Aman",35,63
"925",2015,5,"Perak","Kinta","Tmn Rishah",34,63
"926",2015,5,"Selangor","Petaling","Usj 8 (Subang Perdana Goodyear Court 5)",19,62
"927",2015,5,"Selangor","Petaling","Bl Pju 9 Sd 13 Apt Sri Meranti 2 : Blok H, J, K, L, M, N, P, Q, R",22,62
"928",2015,5,"Selangor","Petaling","Seksyen 8 ( Teres B Jln 8/14
- Jln 8/28 )",19,61
"929",2015,5,"Perak","Kinta","Kg Baru Kuala Kuang",43,60
"930",2015,5,"Perak","Kinta","Tmn Perpaduan",23,60
"931",2015,5,"Selangor","Petaling","Kd Pju 1A Pprt C : Blok G, H",22,60
"932",2015,5,"Selangor","Petaling","Pjs 7 /7, 9,10",17,60
"933",2015,5,"Selangor","Petaling","Taman Kinrara 5 ( Teres Taman Mawar )",36,60
"934",2015,5,"Perak","Kinta","Bdr Baru Putra Fasa 2",13,60
"935",2015,5,"Perak","Kinta","Bandar Lahat Baru",19,59
"936",2015,5,"Perak","Kinta","Tmn Pengkalan Barat",9,59
"937",2015,5,"Selangor","Petaling","Kd Pju 5 Seksyen 11",7,59
"938",2015,5,"Perak","Kinta","Tmn Bercham Raya",10,58
"939",2015,5,"Perak","Kinta","Tmn Pinji Mewah",12,58
"940",2015,5,"Selangor","Petaling","Tm Pjs 2C Apt Medan Cahaya ( Blok A - H )",20,58
"941",2015,5,"Selangor","Petaling","Seksyen U19 (Tmn.Sri Buloh&Rmh Mrh Pkns:Jln U19/1-U19/12C&Rmh Pngsa Tmn Sri Blh)",16,58
"942",2015,5,"Perak","Kinta","Tmn Bersatu",12,57
"943",2015,5,"Selangor","Hulu Langat","Jalan Jasmin 16-22 Taman Jasmin",13,57
"944",2015,5,"Selangor","Hulu
Selangor","Lokaliti 1 Bdr Baru Btg Kali",31,57
"945",2015,5,"Selangor","Petaling","Seksyen 7 (Teres E : Jln 7/29 - 7/35)",46,57
"946",2015,5,"Selangor","Petaling","Usj 9/5",26,57
"947",2015,5,"Perak","Kinta","Fair Park",36,57
"948",2015,5,"Selangor","Hulu Langat","Seksyen 6 Bandar Sri Putra",12,56
"949",2015,5,"Selangor","Petaling","Seksyen 15 ( Dataran Otomobil : Blok 1 - 18 )",20,56
"950",2015,5,"Selangor","Petaling","Taman Lestari Putra 5",19,56
"951",2015,5,"Selangor","Petaling","Tm Pjs 2D Flat Desa Mentari ( Blok 11 )",7,56
"952",2015,5,"P. Pinang","Seberang Perai Tengah","Tmn Sri Janggus (Blok A6- A9)",35,55
"953",2015,5,"Perak","Kinta","Tmn Ipoh",15,55
"954",2015,5,"Perak","Kinta","Tmn Pusing Baru",8,54
"955",2015,5,"Perak","Kinta","Pekan Tg Tualang",13,54
"956",2015,5,"Selangor","Petaling","Seksyen 20 (Flat B : Blok 13 - 19)",8,54
"957",2015,5,"Selangor","Petaling","Bl Pju 6 Bu 1 ( Teres A : Jln 1/1, 1/1A, 1/9 - 1/15 )",25,54
"958",2015,5,"Selangor","Petaling","Bl Pju 9 Sd 2",9,54
"959",2015,5,"Selangor","Petaling","Batu 13 1/2 Kg Pasir Baru",13,54
"960",2015,5,"Perak","Kinta","Tmn Sri Tanjung",26,53
"961",2015,5,"Selangor","Petaling","Seksyen 20 (Teres A)",12,53
"962",2015,5,"Selangor","Petaling","Bl Pju 6A Tmn Kayu Ara Indah",16,53
"963",2015,5,"Selangor","Petaling","Kd Pju 1A Puncak Sri Kelana Kondo",11,53
"964",2015,5,"Selangor","Petaling","Usj 11/3",11,53
"965",2015,5,"Perak","Kinta","Pekan Razaki",17,52
"966",2015,5,"Perak","Kinta","Rumah Pangsa Bercham",17,52
"967",2015,5,"Perak","Kinta","Tmn Cahaya Bercham",34,52
"968",2015,5,"Selangor","Petaling","Seksyen 17 (Flat Pkns 17/1)",11,52
"969",2015,5,"Selangor","Petaling","Seksyen 20 Kuarters Polis (Blok 5 - Blok 12)",17,52
"970",2015,5,"Perak","Kinta","Tmn Syukor",18,51
"971",2015,5,"Selangor","Gombak","Selayang Baru",51,51
"972",2015,5,"Selangor","Petaling","Seksyen U5 ( Pangsapuri Jasmin : Blok 1 - 6 )",17,51
"973",2015,5,"Selangor","Hulu Langat","Appt Kasawari Taman Impian Ehsan",7,50
"974",2015,5,"Selangor","Hulu Langat","Jalan Taming Kiri Taman Taming Jaya",13,50
"975",2015,5,"Selangor","Petaling","Seksyen 7 (Teres D : Jln 7/23 - 7/27)",20,50
"976",2015,5,"Selangor","Petaling","Seksyen U12 ( Desa Alam Teres C : Jln U12/9A - U12/9F & U12/10 - U12/12 )",22,50
"977",2015,5,"Selangor","Petaling","Taman Lestari Putra 7",10,50
"978",2015,5,"Perak","Kinta","Buntong 4",21,49
"979",2015,5,"Perak","Kinta","Tmn Sri Ampang",9,49
"980",2015,5,"Sarawak","Sibu","Jalan Berjaya",11,49
"981",2015,5,"Selangor","Kuala Langat","Taman Melati",15,48
"982",2015,5,"Selangor","Petaling","Seksyen 10 ( Teres : Jln 10/1- 10/14 )",9,48
"983",2015,5,"Selangor","Petaling","Bl Pju 6A Rumah Pangsa Kayu Ara",14,48
"984",2015,5,"Selangor","Petaling","Du Ss 2 ( 1 )",23,48
"985",2015,5,"Selangor","Petaling","Bandar Kinrara 5 ( Jalan Bk 5/2- Bk 5/8 )",17,48
"986",2015,5,"Selangor","Petaling","Bt 13 Kg Kenangan",7,48
"987",2015,5,"Selangor","Petaling","Sri Kembangan 6",14,48
"988",2015,5,"Perak","Kinta","Kg Tawas",20,47
"989",2015,5,"Selangor","Gombak","Tmn Bidara Fasa 1",8,47
"990",2015,5,"Selangor","Gombak","Tmn Ehsan",12,47
"991",2015,5,"Selangor","Petaling","Pusat Bandar Puchong (Jln Wawasan 1)",12,47
"992",2015,5,"Selangor","Petaling","Ss 18/3",6,47
"993",2015,5,"Selangor","Petaling","Taman Sri Serdang 4 ( 18/47-18/58 )",29,47
"994",2015,5,"Selangor","Petaling","Seksyen U20 ( Fasa 1B Bbsb : Jln 1B/1 - 1D/3 )",11,47
"995",2015,5,"Selangor","Gombak","Bdr Country Homes Fasa 12",14,47
"996",2015,5,"Selangor","Gombak","Kg Nakhoda",13,46
"997",2015,5,"Selangor","Gombak","Bdr Tasik Puteri Fasa 6",14,46
"998",2015,5,"Selangor","Gombak","Bdr Tasik Puteri Fasa 7",15,46
"999",2015,5,"Selangor","Gombak","Tmn Bersatu",13,46
"1000",2015,5,"Selangor","Hulu Langat","Flat Sri Nilam Bandar Baru Ampang",41,46
"1001",2015,5,"Selangor","Petaling","Du Ss 21 ( 2 )",14,46
"1002",2015,5,"Selangor","Klang","Sek 31 (Pangsapuri Sri Kemuning)",8,45
"1003",2015,5,"Selangor","Petaling","Seksyen 26 ( Kilang Tiong Nam )",16,45
"1004",2015,5,"Selangor","Petaling","Bl Pju 6A Kg Sg Kayu Ara 5 ( Jln Teratai, Melur, Mawar,Melati )",17,45
"1005",2015,5,"Selangor","Petaling","Du Ss 2 ( 2 )",32,45
"1006",2015,5,"Selangor","Petaling","Taman Sri Puchong'",18,45
"1007",2015,5,"Selangor","Petaling","Seksyen U5 ( Pangsapuri Orkid : Blok 7 - 12 )",9,45
"1008",2015,5,"Perak","Kinta","Kg Sg Tapah",15,44
"1009",2015,5,"Perak","Kinta","Tmn Bertuah",15,44
"1010",2015,5,"Selangor","Gombak","Kg Baru Kundang",20,44
"1011",2015,5,"Selangor","Petaling","Seksyen 16 ( Pangsapuri Anggerik Indah )",12,44
"1012",2015,5,"Selangor","Petaling","Seksyen U3 (Pangsapuri Daisy A : Blok 1 - 2 )",9,44
"1013",2015,5,"Selangor","Petaling","Seksyen 4 ( Teres B : Jln 4/4 - 4/7 )",6,44
"1014",2015,5,"Selangor","Petaling","Usj 1/1",16,44
"1015",2015,5,"Selangor","Petaling","Usj 11/2",16,44
"1016",2015,5,"Selangor","Petaling","Usj 2/2",17,44
"1017",2015,5,"Perak","Kinta","Tmn Tasek Mewah",10,43
"1018",2015,5,"Selangor","Gombak","Kg Sg Kertas",8,43
"1019",2015,5,"Selangor","Petaling","Bl Pju 6A Puncak Damansara Kondo",23,43
"1020",2015,5,"Selangor","Petaling","Usj 11/4",10,43
"1021",2015,5,"Selangor","Petaling","Jgn Guna - Seksyen 8 Teres A (Jln 8/1 - Jln 8/4B)",7,42
"1022",2015,5,"Selangor","Petaling","Seksyen 19 (Teres B : Jln 19/4 - 19/7B)",7,41
"1023",2015,5,"Selangor","Petaling","Seksyen 28 ( Flat A : Blok 1, 3, 5, 7, 9, 11, 13, 15, 17, 19 )",9,41
"1024",2015,5,"Selangor","Petaling","Kt Ss 9A 2 ( Jln 9A/1,2,4,13,14,15,16,18,19 )",8,41
"1025",2015,5,"Selangor","Petaling","Taman Lestari Putra 4",7,41
"1026",2015,5,"Selangor","Petaling","Usj 1 (Angsana Appt)",15,41
"1027",2015,5,"Selangor","Petaling","Du Ss 2( 3 )",8,41
"1028",2015,5,"P. Pinang","Seberang Perai Tengah","Lorong Kota Permai",28,40
"1029",2015,5,"Selangor","Gombak","Flat Pinggiran Bt Caves",7,40
"1030",2015,5,"Selangor","Gombak","Tmn Bkt Indah Fasa 1",15,40
"1031",2015,5,"Selangor","Gombak","Tmn Rawang Perdana",15,40
"1032",2015,5,"Selangor","Hulu Langat","Permai Puteri Condo Taman Dato Ahmad Razali",9,40
"1033",2015,5,"Selangor","Petaling","Putra Height 2 ( Jln Putra Bistari 2/3 )",9,40
"1034",2015,5,"Selangor","Petaling","Seksyen 6 (Flat A : Blok 3 - 8)",7,40
"1035",2015,5,"Selangor","Petaling","Seksyen U16 ( Denai Alam Teres E : Jln U16/58 - U16/59 )",9,39
"1036",2015,5,"Selangor","Petaling","Du Ss 22 ( 5 )",5,39
"1037",2015,5,"Selangor","Petaling","Kd Pju 5 Seksyen 4 Gugusan Mawar",9,39
"1038",2015,5,"Selangor","Petaling","Seksyen U6 ( Kg Melayu Subang : Jln Pkns )",7,39
"1039",2015,5,"Melaka","Melaka Tengah","Taman Tasik Utama",6,39
"1040",2015,5,"Perak","Kinta","Bdr Baru Tambun",7,38
"1041",2015,5,"Selangor","Gombak","Sierramas Sg Buloh",7,38
"1042",2015,5,"Selangor","Petaling","Seksyen 27 ( Teres D : Jln 27/54 - 27/87 )",10,38
"1043",2015,5,"Selangor","Petaling","Du Ss 21 ( 1 )",10,38
"1044",2015,5,"Selangor","Petaling","Taman Puchong Utama Court 2",17,38
"1045",2015,5,"Selangor","Sepang","Kolej 17,Upm Serdang",37,38
"1046",2015,5,"Perak","Kinta","Rapat Setia",14,37
"1047",2015,5,"Selangor","Gombak","Tmn Tun Perak",6,37
"1048",2015,5,"Selangor","Hulu Langat","Appt Taman Tenaga",10,37
"1049",2015,5,"Selangor","Hulu Langat","Jalan Semenyih Mewah 1-3 Taman Semenyih Mewah",16,37
"1050",2015,5,"Selangor","Petaling","Seksyen U2 Teres E",13,37
"1051",2015,5,"Selangor","Petaling","Du Ss 2 ( 6 )",7,37
"1052",2015,5,"Selangor","Petaling","Dun Bg Seksyen 14 Teres A : Jln 14/1 - Jln 14/28",21,37
"1053",2015,5,"Selangor","Petaling","Bandar Bukit Puchong 3",13,37
"1054",2015,5,"Selangor","Petaling","Ss 12/3",4,37
"1055",2015,5,"Selangor","Petaling","Bl Pju 10 Indah Kondo",7,37
"1056",2015,5,"P. Pinang","Timur Laut","Taman Teguh",10,36
"1057",2015,5,"Perak","Kinta","Rumah Pangsa Sri Kepayang",21,36
"1058",2015,5,"Selangor","Hulu Langat","Jalan Cempaka 24-31 Taman Cempaka",4,36
"1059",2015,5,"Selangor","Kuala Selangor","Seri Pristana ( Fasa 1 )",13,36
"1060",2015,5,"Perak","Kinta","Tmn Jati",8,35
"1061",2015,5,"Perak","Kinta","Tmn Pertama",11,35
"1062",2015,5,"Selangor","Hulu Langat","Appt Taman Anggerik Villa 2",8,35
"1063",2015,5,"Selangor","Petaling","Sri Kembangan 7",5,35
"1064",2015,5,"Selangor","Sepang","Cyberia Smarthome",23,35
"1065",2015,5,"P. Pinang","Timur Laut","Kampung Rawa",4,35
"1066",2015,5,"Perak","Kinta","Tmn Ehsan",5,35
"1067",2015,5,"Selangor","Gombak","Appt Julia",6,34
"1068",2015,5,"Selangor","Hulu Langat","Jalan 15/3 Seksyen 15 Bandar Baru Bangi",10,34
"1069",2015,5,"Selangor","Hulu Langat","Jalan 3/4 Seksyen 3 Bandar Baru Bangi",16,34
"1070",2015,5,"Selangor","Petaling","Seksyen 26 ( Kawasan Perindustrian B : Jln 26/1 - 26/6 )",10,34
"1071",2015,5,"Selangor","Petaling","Seksyen 17 Teres F (Jln 17/50 - 17/56)",10,34
"1072",2015,5,"Selangor","Petaling","Tm Pjs 3 Sri Manja Court ( Jln Pjs 3/44 )",14,34
"1073",2015,5,"Selangor","Petaling","Bandar Kinrara 5 (Jln Bk 5/9- Bk 5/18) & Ipd Serdang",11,34
"1074",2015,5,"Selangor","Petaling","Bandar Puteri 10",7,34
"1075",2015,5,"Selangor","Petaling","Usj 6/1 (Subang Perdana Goodyear Court 2)",8,34
"1076",2015,5,"Selangor","Petaling","Ss 14/7",15,34
"1077",2015,5,"Perak","Kinta","Anjung Tawas Damai",7,33
"1078",2015,5,"Selangor","Gombak","Appt Sri Baiduri",7,33
"1079",2015,5,"Selangor","Hulu Langat","Jalan Pandan 5 Pandan Jaya",6,33
"1080",2015,5,"Selangor","Hulu Langat","Jalan Suasana 2 Bandar Tun Hussein Onn",8,33
"1081",2015,5,"Selangor","Hulu Langat","Jalan 4/12 Seksyen 4 Bandar Baru Bangi",23,33
"1082",2015,5,"Selangor","Hulu Langat","Jalan 4/9 Seksyen 4 Bandar Baru Bangi",8,33
"1083",2015,5,"Selangor","Hulu Langat","Seksyen 1 Bandar Rinching",8,33
"1084",2015,5,"Selangor","Petaling","Seksyen 27 ( Flat A : Blok 1 - 10 )",5,33
"1085",2015,5,"Selangor","Petaling","Kd Pju 5 Seksyen 6 Gugusan Seroja",20,33
"1086",2015,5,"Selangor","Petaling","Tm Pjs 2C Apt Medan Jaya ( Blok I )",12,33
"1087",2015,5,"Selangor","Petaling","Bandar Bukit Puchong Bp 2",9,33
"1088",2015,5,"Selangor","Petaling","Taman Serdang Jaya 3",6,33
"1089",2015,5,"Selangor","Hulu Langat","Jalan Bm 6/C Bandar Bukit Mahkota",8,33
"1090",2015,5,"Selangor","Gombak","Appt Rawang Perdana",4,32
"1091",2015,5,"Selangor","Hulu Langat","Jalan Suakasih 2 Bandar Tun Hussin Onn",10,32
"1092",2015,5,"Selangor","Hulu Langat","Jalan 5A-C Seksyen 5 Bandar Baru Bangi",7,32
"1093",2015,5,"Selangor","Petaling","Dun Bg Seksyen 14 Teres C : Jalan 14/50 - 14/64",7,32
"1094",2015,5,"Selangor","Petaling","Dun Bg Seksyen 51A : Teres",11,32
"1095",2015,5,"Selangor","Petaling","Tm Pjs 3 Apt Sri Manja ( Blok D - F : Jln Pjs 3/55 )",11,32
"1096",2015,5,"Selangor","Petaling","Bandar Puteri 6",7,32
"1097",2015,5,"Sabah","Kota Kinabalu","Taman Fu Yen Ph.5 ",25,32
"1098",2015,5,"Selangor","Hulu Langat","Jalan Cahaya 3-5 Taman Cahaya",5,32
"1099",2015,5,"P. Pinang","Timur Laut","Mewah Court",6,31
"1100",2015,5,"Selangor","Gombak","Au1A Tmn Keramat",4,31
"1101",2015,5,"Selangor","Hulu Langat","Jalan Cp 3 Taman Cheras Perdana",9,31
"1102",2015,5,"Selangor","Hulu Langat","Jalan Mutiara Taman Sri Nanding",8,31
"1103",2015,5,"Selangor","Hulu Langat","Appt Vista Bandar Sri Putra",13,31
"1104",2015,5,"Selangor","Hulu Langat","Jalan Melor Kampung Sungai Kantan",8,31
"1105",2015,5,"Selangor","Petaling","Seksyen 24 ( Teres C : Jln 24/13 - 24/17B, Jln 24/37 - 24/38A )",6,31
"1106",2015,5,"Selangor","Petaling","Bl Pju 6A Pelangi Damansara Kondo ( Jln Masjid )",6,31
"1107",2015,5,"Selangor","Petaling","Du Pju 1 ( 1 ) : Kg Cempaka",5,31
"1108",2015,5,"Selangor","Petaling","Kd Pju 1A Apt Kelana Idaman",7,31
"1109",2015,5,"Selangor","Petaling","Usj 1/2",6,31
"1110",2015,5,"Sabah","Kota Kinabalu","Kg. Sembulan Baru",13,31
"1111",2015,6,"Selangor","Petaling","Du Ss 22 (2)",125,239
"1112",2015,6,"Selangor","Petaling","Seksyen 7 (Flat A : Blok 1-12, Blok 38-43)",101,193
"1113",2015,6,"Selangor","Petaling","Seksyen 7 (Pusat Komersial A : Jln Aa 7/Aa-Ac 7/Aa, T 7/T -Z 7/Z)",240,179
"1114",2015,6,"Selangor","Petaling","Seksyen 7 (Flat B : Blok 13-37)",40,166
"1115",2015,6,"Selangor","Hulu Langat","Jalan 3/A-R Seksyen 3 Bandar Sri Putra ",79,157
"1116",2015,6,"Selangor","Petaling","Usj 2/5",38,154
"1117",2015,6,"Selangor","Petaling","Kd Pju 5 Seksyen 5 Sepah Puteri (Jln 5/1-5/19)",33,144
"1118",2015,6,"Selangor","Petaling","Taman Puchong Perdana (Jln Mawar)",48,139
"1119",2015,6,"Selangor","Gombak","Kg Simpang 3",54,138
"1120",2015,6,"Selangor","Petaling","Batu 13 Kg Sri Aman (Lorong Bestari)",51,135
"1121",2015,6,"Selangor","Petaling","Pusat Bandar Puchong (Jln Wawasan 2)",51,133
"1122",2015,6,"Selangor","Petaling","Sri Pjs 8 Mentari Court",82,132
"1123",2015,6,"Selangor","Petaling","Seksyen U10 (Alam Budiman : Jln U10/68-U10/77b)",50,127
"1124",2015,6,"Selangor","Petaling","Bl Pju 9 Sd 10",27,123
"1125",2015,6,"Selangor","Petaling","Bandar Kinrara 4 (Jln Bk 4/1 Sebahagian 4/2-4/4)",36,123
"1126",2015,6,"Selangor","Petaling","Bandar Kinrara 2",29,121
"1127",2015,6,"Selangor","Petaling","Seksyen U5 (Pangsapuri Sri Bintang : Blok M1-M7)",21,117
"1128",2015,7,"Melaka","Alor Gajah","Tmn. Bukit Nangka",16,38
"1129",2015,7,"P. Pinang","Timur Laut","Taman Free School",13,84
"1130",2015,7,"P.Pinang","Seberang Perai Tengah","Lorong Kota Permai",32,54
"1131",2015,7,"P.Pinang","Timur Laut","Mewah Court",7,44
"1132",2015,7,"P.Pinang","Seberang Perai Tengah","Inderawasih Lengkok",20,40
"1133",2015,7,"P.Pinang","Seberang Perai Tengah","Sembilang, Masjid Sembilang",10,40
"1134",2015,7,"P.Pinang","Seberang Perai Tengah","Perkampungan Macang Bubuk",18,39
"1135",2015,7,"P.Pinang","Seberang Perai Tengah","Tenggiri, Solok Tenggiri",17,32
"1136",2015,7,"P.Pinang","Seberang Perai Selatan","Jalan Batas Ban",16,34
"1137",2015,7,"P.Pinang","Seberang Perai Tengah","Tuna, Flat Lorong Tuna",30,33
"1138",2015,7,"P.Pinang","Seberang Perai Tengah","Taman Budiman",11,33
"1139",2015,7,"P.Pinang","Barat Daya","Apartment Lavina",8,31
"1140",2015,7,"Pahang","Kuantan","Tmn Pasdec Jaya",8,39
"1141",2015,7,"Perak","Kinta","Kg Das Tambhan 2 ",59,107
"1142",2015,7,"Perak","Kinta","Tmn Klebang Jaya 2",56,101
"1143",2015,7,"Perak","Kinta","Kg Baru Buntong",36,93
"1144",2015,7,"Perak","Kinta","Kg Baru Gunung Rapat",22,91
"1145",2015,7,"Perak","Kinta","Kg Sg Tapah Tambahan",48,83
"1146",2015,7,"Perak","Kinta","Tmn Ipoh Jaya",36,81
"1147",2015,7,"Perak","Kinta","Tmn Cempaka",38,79
"1148",2015,7,"Perak","Kinta","Kg Sri Kinta ",25,78
"1149",2015,7,"Perak","Kinta","Tmn Desa Aman",39,77
"1150",2015,7,"Perak","Petaling","Kg Baru Kuala Kuang",53,74
"1151",2015,7,"Perak","Kinta","mewah Court",27,73
"1152",2015,7,"Perak","Kinta","Tmn Pinji Mewah",15,72
"1153",2015,7,"Perak","Kinta","Tmn Bersatu Kinta",15,71
"1154",2015,7,"Perak","Kinta","Tmn Ipoh",22,69
"1155",2015,7,"Perak","Kinta","Tmn Pusing Baru",12,68
"1156",2015,7,"Perak","Kinta","Tmn Sri Tanjung",32,67
"1157",2015,7,"Perak","Kinta","Pekan Razaki",22,66
"1158",2015,7,"Perak","Kinta","Tmn Cahaya Bercham",48,66
"1159",2015,7,"Perak","Kinta","Tmn Syukor",23,65
"1160",2015,7,"Perak","Kinta","Buntong 4",25,63
"1161",2015,7,"Perak","Kinta","Tmn Sri Ampang",11,63
"1162",2015,7,"Perak","Kinta","Kg Tawas",23,61
"1163",2015,7,"Perak","Kinta","Tmn Bertuah",16,57
"1164",2015,7,"Perak","Kinta","Bdr Baru Tambun",8,52
"1165",2015,7,"Perak","Kinta","Rapat Setia",27,51
"1166",2015,7,"Perak","Perak","Rumah Pangsa Sri Kepayang",27,50
"1167",2015,7,"Perak","Perak","Tmn Pertama",16,49
"1168",2015,7,"Perak","Kinta","Anjung Tawas Damai",13,47
"1169",2015,7,"Perak","Kinta","Kg Kuala Pari",6,44
"1170",2015,7,"Perak","Kinta","Tmn Lim",9,44
"1171",2015,7,"Perak","Kinta","Tmn Meru Jaya",20,42
"1172",2015,7,"Perak","Kinta","Villa Perpaduan",15,41
"1173",2015,7,"Perak","Kinta","Kg Dato Ahmad Said",12,40
"1174",2015,7,"Perak","Kinta","Tmn Sri Dermawan",11,38
"1175",2015,7,"Perak","Kinta","Tmn Utama",5,38
"1176",2015,7,"Perak","Kinta","Tmn Rapat Indah",7,37
"1177",2015,7,"Perak","Kinta","Kg Tersusun Bt 5",6,34
"1178",2015,7,"Perak","Kinta","Kg Baru Simpang Pulai",9,33
"1179",2015,7,"Perak","Kinta","Tmn Sri Bercham",7,33
"1180",2015,7,"Perak","Kinta","K/B Pasir Pinji",5,31
"1181",2015,7,"Perak","Kinta","Tmn Desa Kencana",4,32
"1182",2015,7,"Perak","Kinta ","Tmn Pegoh",8,32
"1183",2015,7,"Perak","Kinta","Kg Bercham",9,31
"1184",2015,7,"Perak ","Kinta","Tmn Rapat Setia Baru",71,90
"1185",2015,7,"Perak ","Kinta","Pekan Tg Tualang",18,68
"1186",2015,7,"Sabah","Kota Kinabalu","Taman Fu Yen Ph.5",42,46
"1187",2015,7,"Sabah","Kota Kinabalu","Kg. Sembulan Baru",24,45
"1188",2015,7,"Sabah","Kota Kinabalu","Kg. Sembulan Tengah",16,44
"1189",2015,7,"Selangor","Petaling","Du Ss 22 (2)",131,246
"1190",2015,7,"Selangor","Petaling","Seksyen 7 (Flat A : Blok 1 - 12, Blok 38 - 43)",104,200
"1191",2015,7,"Selangor","Petaling","Seksyen 7 (Pusat Komersial A : Jln Aa 7/Aa - Ac 7/Ac, T 7/T - Z 7/Z)",250,186
"1192",2015,7,"Selangor","Petaling","Seksyen 7 ( Flat B : Blok 13 - 37 )",41,173
"1193",2015,7,"Selangor","Hulu Langat","Jalan 3/A-R Seksyen 3 Bandar Sri Putra",82,164
"1194",2015,7,"Selangor","Petaling","Usj 2/5",39,161
"1195",2015,7,"Selangor","Petaling","Kd Pju 5 Seksyen 5 Sepah Puteri ( Jln 5/1-5/19)",35,151
"1196",2015,7,"Selangor","Petaling","Taman Puchong Perdana (Jln Mawar)",51,146
"1197",2015,7,"Selangor","Gombak","Kg Simpang 3",55,145
"1198",2015,7,"Selangor","Petaling","Batu 13 Kg Sri Aman (Lorong Bestari)",52,142
"1199",2015,7,"Selangor","Petaling","Pusat Bandar Puchong ( Jln Wawasan 2 )",51,140
"1200",2015,7,"Selangor","Petaling","Sri Pjs 8 Mentari Court",90,139
"1201",2015,7,"Selangor","Petaling","Seksyen U10 (Alam Budiman : Jln U10/68 - U10/77B)",51,134
"1202",2015,7,"Selangor","Petaling","Bl Pju 9 Sd 10",29,130
"1203",2015,7,"Selangor","Petaling","Bandar Kinrara 2",33,128
"1204",2015,7,"Selangor","Petaling","Seksyen U5 (Pangsapuri Sri Bintang : Blok M1 - M7)",22,124
"1205",2015,7,"Selangor","Petaling","Pjs 9/1 (Lagoon Perdana & Rumah Kedai)",114,118
"1206",2015,7,"Selangor","Petaling","Seksyen U10 (Puncak Perdana : UITM)",40,109
"1207",2015,7,"Selangor","Petaling","Seksyen U2 Teres C",54,109
"1208",2015,7,"Selangor","Petaling","Taman Lestari Putra 6",44,109
